,NUM_BO,DELEGACIA,RUBRICA,MES,LATITUDE,LONGITUDE
175581,3587,03º D.P. DIADEMA              ,Furto,8,-23.67472622,-46.60140522
91220,2706,51º D.P.  RIO PEQUENO         ,Furto,8,-23.56936292,-46.72977175
713881,2540,30º D.P.  TATUAPE             ,Furto,8,-23.541583600000003,-46.57925636
714454,995752,DELEGACIA ELETRONICA          ,Roubo,8,-23.55515491,-46.45354433
329819,4755,91º D.P. CEASA                ,Roubo,8,-23.537951,-46.72629045
214681,25481,POLICIA MILITAR               ,Furto,8,-23.44503301,-46.79867242
143339,1076115,DELEGACIA ELETRONICA          ,Roubo,8,-23.46745753,-46.30611138
529970,983543,DELEGACIA ELETRONICA          ,Roubo,8,-23.74606577,-46.39190803
257033,1123220,DELEGACIA ELETRONICA          ,Furto,8,-23.53705123,-46.71883064
739543,1082323,DELEGACIA ELETRONICA          ,Roubo,8,-23.68393543,-46.7954626
73128,4123,03º D.P. CAMPOS ELISEOS       ,Furto,8,-23.542476399999998,-46.64192812
598683,1117947,DELEGACIA ELETRONICA          ,Furto,8,-23.65107622,-46.53130909
145754,6830,89º D.P. JARDIM TABOAO        ,Roubo,8,-23.583489399999998,-46.71323228
632761,4688,01º D.P. OSASCO               ,Roubo,8,-23.56442222,-46.80077901
320025,1022852,DELEGACIA ELETRONICA          ,Furto,8,-23.4854568,-46.74036602
554968,9110,49º D.P.  SAO MATEUS          ,Roubo,8,-23.60478131,-46.47609961
374878,6986,89º D.P. JARDIM TABOAO        ,Lesão envolvendo veículos,8,-23.61357788,-46.74253263
270671,2853,92º D.P. P. STO ANTONIO       ,Crime sexual,8,-23.65586321,-46.73835549
554011,1046446,DELEGACIA ELETRONICA          ,Furto,8,-23.56903731,-46.64721949
510399,2310,04º D.P. DIADEMA              ,Roubo,8,-23.70290304,-46.60460473
376445,5203,01º D.P. SANTO ANDRÉ          ,Furto,8,-23.66562475,-46.54068245
19745,1027320,DELEGACIA ELETRONICA          ,Furto,8,-23.57609118,-46.74164514
85162,1080484,DELEGACIA ELETRONICA          ,Furto,8,-23.54438586,-46.52211231
687833,1611,02º D.P. TABOÃO DA SERRA      ,Crimes envolvendo drogas,8,-23.63334611,-46.79485068
465517,2496,90º D.P. PQ. NOVO MUNDO       ,Roubo,8,-23.5404142,-46.62763305
154060,1006415,DELEGACIA ELETRONICA          ,Furto,8,-23.56402175,-46.56097747
240796,1001475,DELEGACIA ELETRONICA          ,Roubo,8,-23.50576883,-46.72493779
761235,1029874,DELEGACIA ELETRONICA          ,Furto,8,-23.50614141,-46.67716341
285854,1059941,DELEGACIA ELETRONICA          ,Furto,8,-23.56421284,-46.6925495
734029,2465,51º D.P.  RIO PEQUENO         ,Furto,8,-23.56245727,-46.67520063
694559,1071488,DELEGACIA ELETRONICA          ,Furto,8,-23.59132836,-46.65231279
757286,2953,57º D.P. PARQUE DA MOOCA      ,Roubo,8,-23.558483,-46.58878546
175441,1079290,DELEGACIA ELETRONICA          ,Furto,8,-23.5262798,-46.6943421
101372,1005019,DELEGACIA ELETRONICA          ,Roubo,8,-23.44508169,-46.72214558
23197,1590,01º D.P. ITAQUAQUECETUBA      ,Roubo,8,-23.46179205,-46.38120592
148684,3846,31º D.P.  VILA CARRAO         ,Roubo,8,-23.536929,-46.55755612
759052,4485,91º D.P. CEASA                ,Lesão envolvendo veículos,8,-23.52403347,-46.73731133
255616,1037144,DELEGACIA ELETRONICA          ,Furto,8,-23.46779586,-46.55378125
363115,4282,01º D.P. SE                   ,Roubo,8,-23.54546891,-46.63117364
689920,4228,64º D.P. CID.AE CARVALHO      ,Roubo,8,-23.50782781,-46.48236703
479074,1052418,DELEGACIA ELETRONICA          ,Furto,8,-23.57024686,-46.70721447
721364,23909,POLICIA MILITAR               ,Furto,8,-23.52987393,-46.74361542
352096,6013,07º D.P. GUARULHOS            ,Lesão corporal,8,-23.40438825,-46.44575251
689764,991858,DELEGACIA ELETRONICA          ,Furto,8,-23.69862151,-46.55227725
747266,1746,29º D.P.  VILA PRUDENTE       ,Roubo,9,-23.57695539,-46.55412562
559996,5214,01º D.P. SE                   ,Roubo,9,-23.55263946,-46.62744856
292980,1203653,DELEGACIA ELETRONICA          ,Furto,9,-23.54747543,-46.64539706
31770,1243957,DELEGACIA ELETRONICA          ,Furto,9,-23.65058697,-46.65649521
353886,1950,06º D.P. OSASCO               ,Furto,9,-23.55361984,-46.77443073
659122,1251272,DELEGACIA ELETRONICA          ,Furto,9,-23.65240524,-46.70571363
576471,1126926,DELEGACIA ELETRONICA          ,Roubo,9,-23.68404445,-46.70319298
547128,6077,33º D.P.  PIRITUBA            ,Roubo,9,-23.50402378,-46.70303599
92539,900072,68º D.P. LAGEADO              ,Lesão corporal,9,-23.53878181,-46.40772633
135885,8918,01º D.P. CARAPICUIBA          ,Roubo,9,-23.54447263,-46.83291445
427630,6268,08º D.P. BRAS                 ,Furto,9,-23.53249222,-46.61395397
90773,2385,02º D.P. DIADEMA              ,Roubo,9,-23.69013684,-46.58999348
764180,2004,102º D.P. SOCORRO             ,Lesão envolvendo veículos,9,-23.67236126,-46.71006874
537826,1120547,DELEGACIA ELETRONICA          ,Furto,9,-23.48484544,-46.68877388
527415,7153,72º D.P. VILA PENTEADO        ,Roubo,9,-23.4483797,-46.68124372
233762,1126068,DELEGACIA ELETRONICA          ,Roubo,9,-23.62375036,-46.75267145
594752,1169668,DELEGACIA ELETRONICA          ,Furto,9,-23.45891925,-46.67445045
689954,3982,31º D.P.  VILA CARRAO         ,Roubo,9,-23.612094199999998,-46.46355406
310588,6539,33º D.P.  PIRITUBA            ,Furto,9,-23.50559356,-46.73297212
739512,5196,56º D.P.  VILA ALPINA         ,Furto,9,-23.59035928,-46.58082779
9473,1193696,DELEGACIA ELETRONICA          ,Furto,9,-23.56109767,-46.68002332
118305,1229314,DELEGACIA ELETRONICA          ,Roubo,9,-23.4033968,-46.471341100000004
305418,1138385,DELEGACIA ELETRONICA          ,Roubo,9,-23.52687536,-46.53704918
570557,1749,DEL.DEF.MUL. GUARULHOS        ,Lesão corporal,9,-23.41290806,-46.45577595
439458,1255103,DELEGACIA ELETRONICA          ,Roubo,9,-23.48286751,-46.37039069
522169,7248,98º D.P. JARDIM MIRIAM        ,Roubo,9,-23.69645743,-46.66452871
675622,3601,77º D.P. SANTA CECILIA        ,Roubo,9,-23.53662254,-46.65045728
757927,1202199,DELEGACIA ELETRONICA          ,Roubo,9,-23.61933919,-46.46230073
60085,1190192,DELEGACIA ELETRONICA          ,Roubo,9,-23.52815694,-46.81770539
12568,9152,47º D.P.  CAPAO REDONDO       ,Roubo,9,-23.67145693,-46.78252655
125315,1224515,DELEGACIA ELETRONICA          ,Roubo,9,-23.43186538,-46.43605221
670437,3496,05º D.P. ACLIMACAO            ,Roubo,9,-23.57104396,-46.6397622
712878,1128238,DELEGACIA ELETRONICA          ,Furto,9,-23.62016814,-46.62811127
372839,2766,55º D.P.  PARQUE S.RAFAEL     ,Crimes envolvendo drogas,9,-23.56776691,-46.45778612
135305,254,06º D.P. CAMBUCI              ,Lesão envolvendo veículos,9,-23.59546982,-46.62471286
286759,7129,89º D.P. JARDIM TABOAO        ,Roubo,9,-23.59666611,-46.74428469
277507,1193359,DELEGACIA ELETRONICA          ,Furto,9,-23.63346236,-46.55581905
347657,6022,01º D.P. MAUA                 ,Roubo,9,-23.63963007,-46.46662554
638885,1233720,DELEGACIA ELETRONICA          ,Roubo,9,-23.71641658,-46.58117337
88757,3805,DEL.POL.FERRAZ DE VASCONCELOS ,Lesão corporal,9,-23.54928519,-46.35736429
415155,4674,03º D.P. CAMPOS ELISEOS       ,Furto,9,-23.54538266,-46.6397465
684943,7990,78º D.P. JARDINS              ,Furto,9,-23.5679841,-46.65255656
314027,5169,44º D.P.  GUAIANAZES          ,Roubo,9,-23.54466916,-46.41010164
82558,3149,85º D.P. JARDIM MIRNA         ,Roubo,9,-23.73190246,-46.68680827
243671,9838,11º D.P. SANTO AMARO          ,Furto,9,-23.63306124,-46.71369895
87348,4313,23º D.P.  PERDIZES            ,Furto,9,-23.53348833,-46.6649831
395945,7692,01º D.P. S.B.C-DR OMAR CASSIM ,Lesão corporal,9,-23.7169783,-46.53647798
497438,9277,47º D.P.  CAPAO REDONDO       ,Roubo,9,-23.65542797,-46.76165518
129668,3195,DEL.POL.JANDIRA               ,Lesão corporal,9,-23.54238115,-46.90489635
207657,5299,05º D.P. OSASCO               ,Furto,9,-23.5383632,-46.78181886
499943,4406,03º D.P. DIADEMA              ,Roubo,9,-23.66176036,-46.61673063
723622,1372989,DELEGACIA ELETRONICA          ,Furto,9,-23.5684253,-46.64802133
23813,811,01º D.P. SUZANO               ,Lesão corporal,9,-23.64190513,-46.31280831
463026,7288,03º D.P. S.BERNARDO DO CAMPO  ,Lesão corporal,9,-23.71592211,-46.5702164
124669,595,11º D.P. SANTO AMARO          ,Lesão envolvendo veículos,9,-23.6459679,-46.74662675
133201,1169988,DELEGACIA ELETRONICA          ,Furto,9,-23.64917759,-46.75263220000001
742972,9945,50º D.P.  ITAIM PAULISTA      ,Roubo,9,-23.52669577,-46.39750625
472395,6091,02º D.P. GUARULHOS            ,Roubo,9,-23.45085104,-46.59926762
349063,6247,08º D.P. BRAS                 ,Furto,9,-23.58980356,-46.57616454
585659,980,03 DEL.DEF.MUL. OESTE         ,Lesão corporal,9,-23.58957129,-46.75937196
412571,1221142,DELEGACIA ELETRONICA          ,Furto,9,-23.60599678,-46.71248039
510069,1169920,DELEGACIA ELETRONICA          ,Furto,9,-23.72134005,-46.71229925
381616,2988,48º D.P.  CIDADE DUTRA        ,Roubo,9,-23.70561956,-46.6940773
552138,2000,102º D.P. SOCORRO             ,Roubo,9,-23.6908158,-46.70204934
222391,1177942,DELEGACIA ELETRONICA          ,Furto,9,-23.64364442,-46.70118409
549171,1129434,DELEGACIA ELETRONICA          ,Roubo,9,-23.51922006,-46.43633297
489912,8519,01º D.P. CARAPICUIBA          ,Roubo,9,-23.54545334,-46.83616254
670371,4109,07º D.P. LAPA                 ,Furto,9,-23.52895051,-46.69093093
68744,1135552,DELEGACIA ELETRONICA          ,Furto,9,-23.45952051,-46.57202834
301012,1362,01ª DEL.DEF.MUL. CENTRO       ,Lesão corporal,9,-23.55436318,-46.62964094
655733,6675,07º D.P. GUARULHOS            ,Furto,9,-23.42656203,-46.49685164
514948,5953,02º D.P. SANTO ANDRÉ          ,Lesão envolvendo veículos,9,-23.61972457,-46.51480645
285188,8437,27º D.P.  IBIRAPUERA          ,Roubo,9,-23.55299474,-46.63482787
687211,2860,19º D.P.  VILA MARIA          ,Furto,9,-23.51495105,-46.61016404
389177,10319,20º D.P.  AGUA FRIA           ,Lesão envolvendo veículos,9,-23.5532213,-46.57855446
540869,3333,03º D.P. SANTO ANDRÉ          ,Furto,9,-23.67535921,-46.50842728
280831,1323,05º D.P. S.BERNARDO DO CAMPO  ,Roubo,9,-23.68862758,-46.54243899
538322,3572,70º D.P. VILA EMA             ,Furto,9,-23.59578783,-46.52024208
519552,10003,11º D.P. SANTO AMARO          ,Furto,9,-23.65276715,-46.70700157
635918,3999,38º D.P.  VILA AMALIA         ,Roubo,9,-23.47942039,-46.6543091
407381,1477,18º D.P.  ALTO DA MOOCA       ,Roubo,9,-23.55194699,-46.6264833
41877,8666,13º D.P. CASA VERDE           ,Furto,9,-23.51003245,-46.65255083
284457,4017,DEL.SEC.JUNDIAI PLANTÃO       ,Roubo,9,-23.506481,-46.84649949
387459,6416,53º D.P.  PARQUE DO CARMO     ,Roubo,9,-23.60290628,-46.45976969
293963,3181,95º D.P. HELIÓPOLIS           ,Furto,9,-23.6020935,-46.59565974
771856,3383,57º D.P. PARQUE DA MOOCA      ,Roubo,9,-23.56410911,-46.58754948
422450,2927,90º D.P. PQ. NOVO MUNDO       ,Roubo,9,-23.51417111,-46.56572988
354555,1232567,DELEGACIA ELETRONICA          ,Furto,9,-23.48697608,-46.43152104
675203,799,DEL.DEF.MUL. ITAPEVI          ,Lesão corporal,9,-23.54405864,-46.95841962
21013,5793,01º D.P. OSASCO               ,Lesão corporal,9,-23.56624813,-46.81328256
750831,1018,04º D.P. S.BERNARDO DO CAMPO  ,Roubo,9,-23.82451976,-46.55282259
680109,9598,49º D.P.  SAO MATEUS          ,Roubo,9,-23.62440128,-46.47883481
534620,4654,93º D.P. JAGUARÉ              ,Furto,9,-23.53423548,-46.75685077
53147,2624,DEL.POL.SANTANA DE PARNAIBA   ,Furto,9,-23.39787299,-47.00667825
414849,3857,07º D.P. LAPA                 ,Furto,9,-23.52216394,-46.70513183
717442,2800,30º D.P.  TATUAPE             ,Furto,9,-23.54416244,-46.57200706
358069,1165402,DELEGACIA ELETRONICA          ,Roubo,9,-23.54890557,-46.63037479
76910,1220341,DELEGACIA ELETRONICA          ,Furto,9,-23.63928561,-46.60502997
308459,4041,31º D.P.  VILA CARRAO         ,Roubo,9,-23.56531182,-46.54521783
14708,1142387,DELEGACIA ELETRONICA          ,Furto,9,-23.52144858,-46.69855469
773501,5666,01º D.P. OSASCO               ,Homicídio doloso,9,-23.54880099,-46.81792069
511680,1222347,DELEGACIA ELETRONICA          ,Furto,9,-23.65299982,-46.52788344
53509,8499,27º D.P.  IBIRAPUERA          ,Furto,9,-23.61691817,-46.64993199
189857,1133882,DELEGACIA ELETRONICA          ,Roubo,9,-23.64292951,-46.81570111
375403,4076,23º D.P.  PERDIZES            ,Furto,9,-23.52768921,-46.66230459
312042,5609,33º D.P.  PIRITUBA            ,Lesão corporal,9,-23.48798269,-46.7416781
246112,2716,06º D.P. S.BERNARDO DO CAMPO  ,Furto,9,-23.68837032,-46.54371198
251314,5215,56º D.P.  VILA ALPINA         ,Crimes envolvendo drogas,9,-23.60433527,-46.56796698
6460,2230,06º D.P. GUARULHOS            ,Furto,9,-23.43865214,-46.51331528
434484,3224,48º D.P.  CIDADE DUTRA        ,Furto,9,-23.71797456,-46.67799011
524763,1160226,DELEGACIA ELETRONICA          ,Roubo,9,-23.67600669,-46.52033202
355128,1286633,DELEGACIA ELETRONICA          ,Furto,9,-23.54156677,-46.63218947
564138,1135995,DELEGACIA ELETRONICA          ,Roubo,9,-23.59304251,-46.79026001
459450,8811,78º D.P. JARDINS              ,Furto,9,-23.54753222,-46.64512411
374923,6854,08º D.P. BRAS                 ,Furto,9,-23.55429533,-46.60210638
596281,1170111,DELEGACIA ELETRONICA          ,Roubo,9,-23.60455749,-46.52939712
65350,2033,07ª DEL.DEF.MUL. ITAQUERA     ,Lesão corporal,9,-23.51676081,-46.43071998
217033,3541,05º D.P. ACLIMACAO            ,Furto,9,-23.56890123,-46.6378697
742857,1206496,DELEGACIA ELETRONICA          ,Roubo,9,-23.59912353,-46.49631159
489264,4897,DEL.POL.COTIA                 ,Roubo,9,-23.61715689,-46.9538701
9427,6944,07º D.P. GUARULHOS            ,Roubo,9,-23.42554909,-46.50851838
598560,1193652,DELEGACIA ELETRONICA          ,Furto,9,-23.5430403,-46.41379944
506355,5410,01º D.P. TABOÃO DA SERRA      ,Furto,10,-23.6093883,-46.75956419
125915,3647,92º D.P. P. STO ANTONIO       ,Lesão corporal,10,-23.67510009,-46.74296466
33869,1381463,DELEGACIA ELETRONICA          ,Furto,10,-23.59102262,-46.75370755
117437,6485,33º D.P.  PIRITUBA            ,Furto,10,-23.48997612,-46.74515985
557401,32944,POLICIA MILITAR               ,Furto,10,-23.56284677,-46.79807843
395979,9698,27º D.P.  IBIRAPUERA          ,Lesão corporal,10,-23.62376551,-46.68286318
13267,3046,DEL.POL.SANTANA DE PARNAIBA   ,Furto,10,-23.41660016,-46.984761799999994
574592,3957,100º D.P. JDIM HERCULANO      ,Roubo,10,-23.69783413,-46.75958495
424955,10735,11º D.P. SANTO AMARO          ,Furto,10,-23.62390989,-46.68571877
318205,3235,95º D.P. HELIÓPOLIS           ,Roubo,10,-23.545577899999998,-46.62636235
327004,1370830,DELEGACIA ELETRONICA          ,Furto,10,-23.56768196,-46.64898445
26857,7125,DEL.POL.ITAQUAQUECETUBA       ,Roubo,10,-23.52846207,-46.59761471
678950,7066,04º D.P. GUARULHOS            ,Crimes envolvendo drogas,10,-23.44556412,-46.40554694
708809,2129,97º D.P. AMERICANOPOLIS       ,Furto,10,-23.57008853,-46.43264337
488434,6324,01º D.P. OSASCO               ,Furto,10,-23.53517797,-46.79187296
626470,9309,01º D.P. CARAPICUIBA          ,Furto,10,-23.51621532,-46.84093056
251187,11239,73º D.P. JACANA               ,Furto,10,-23.44853483,-46.57523008
58119,1307904,DELEGACIA ELETRONICA          ,Furto,10,-23.64757157,-46.51339561
68858,1390782,DELEGACIA ELETRONICA          ,Furto,10,-23.44327506,-46.5614505
715017,5364,54º D.P.  CID. TIRADENTES     ,Roubo,10,-23.59317436,-46.39333334
484107,1383096,DELEGACIA ELETRONICA          ,Furto,10,-23.58927903,-46.63519851
231147,1278444,DELEGACIA ELETRONICA          ,Roubo,10,-23.52088516,-46.56630417
551285,5118,01º D.P. TABOÃO DA SERRA      ,Furto,10,-23.65700183,-46.76401165
486877,1319901,DELEGACIA ELETRONICA          ,Furto,10,-23.49973028,-46.74853838
647823,5144,12º D.P. PARI                 ,Furto,10,-23.46389887,-46.49048385
760546,3598,DEL.POL.S.CAETANO DO SUL      ,Furto,10,-23.61653194,-46.56154936
204908,1349691,DELEGACIA ELETRONICA          ,Roubo,10,-23.59754814,-46.48477874
555207,5531,02º D.P. GUARULHOS            ,Furto,10,-23.48463475,-46.55426963
292395,7207,01º D.P. MAUA                 ,Roubo,10,-23.66619471,-46.44958526
667129,10335,47º D.P.  CAPAO REDONDO       ,Roubo,10,-23.71251228,-46.77967282
691482,3542,96º D.P. MONÇÕES              ,Furto,10,-23.61499674,-46.68178867
533227,9539,24º D.P.  PONTE RASA          ,Lesão corporal,10,-23.51598545,-46.45431475
35673,6620,02º D.P. BOM RETIRO           ,Crimes envolvendo drogas,10,-23.5409652,-46.64037092
526032,9074,69º D.P. TEOTONIO VILELA      ,Roubo,10,-23.59111594,-46.503712799999995
513484,5369,12º D.P. PARI                 ,Lesão corporal,10,-23.54826692,-46.62587704
331980,2285,01º D.P. EMBU DAS ARTES       ,Roubo,10,-23.63903951,-46.82214601
391122,3438,48º D.P.  CIDADE DUTRA        ,Furto,10,-23.70897279,-46.69980344
212251,1324740,DELEGACIA ELETRONICA          ,Furto,10,-23.52865473,-46.67931909
83729,1326506,DELEGACIA ELETRONICA          ,Furto,10,-23.55234289,-46.63363145
444157,1375642,DELEGACIA ELETRONICA          ,Furto,10,-23.5684253,-46.64802133
707660,1391078,DELEGACIA ELETRONICA          ,Furto,10,-23.46146394,-46.71724575
741812,1268695,DELEGACIA ELETRONICA          ,Roubo,10,-23.54066667,-46.43121463
45479,1331155,DELEGACIA ELETRONICA          ,Roubo,10,-23.68012836,-46.63597232
64007,1312795,DELEGACIA ELETRONICA          ,Furto,10,-23.60475546,-46.63678389
146233,3259,DEL.POL.STA ISABEL            ,Furto,10,-23.31913698,-46.22639386
671214,4778,31º D.P.  VILA CARRAO         ,Roubo,10,-23.54318756,-46.53301671
646346,1361779,DELEGACIA ELETRONICA          ,Furto,10,-23.45322983,-46.74659287
573269,7506,03º D.P. S.BERNARDO DO CAMPO  ,Roubo,10,-23.72263296,-46.57145024
338741,3339,22º D.P.  SAO MIGUEL PTA      ,Furto,10,-23.49115756,-46.43027203
734222,7103,DEL.POL.ITAQUAQUECETUBA       ,Furto,10,-23.47990534,-46.36738255
668943,4093,05º D.P. ACLIMACAO            ,Furto,10,-23.566428,-46.703016
422640,5657,DEL.POL.COTIA                 ,Roubo,10,-23.55861352,-46.74385997
450874,7529,03º D.P. S.BERNARDO DO CAMPO  ,Roubo,10,-23.73426968,-46.55961517
330024,3721,DEL.POL.ARUJA                 ,Lesão corporal,10,-23.38037386,-46.32629722
76156,1552,18º D.P.  ALTO DA MOOCA       ,Furto,10,-23.56555868,-46.59228712
281673,1335611,DELEGACIA ELETRONICA          ,Roubo,10,-23.66885557,-46.42478489
621019,3722,92º D.P. P. STO ANTONIO       ,Furto,10,-23.64500972,-46.72996913
660565,1339546,DELEGACIA ELETRONICA          ,Roubo,10,-23.62567021,-46.78211613
407070,1325494,DELEGACIA ELETRONICA          ,Furto,10,-23.52859982,-46.66988397
763894,1328830,DELEGACIA ELETRONICA          ,Furto,10,-23.5365028,-46.58814197
600768,1935,81º D.P. BELEM                ,Roubo,10,-23.53467551,-46.56872202
301581,5292,23º D.P.  PERDIZES            ,Lesão corporal,10,-23.54308883,-46.67244135
46599,82768,DELEGACIA ELETRONICA          ,Furto,10,-23.53571683,-46.79519088
649452,3315,30º D.P.  TATUAPE             ,Furto,10,-23.53792926,-46.56016667
488193,3892,74º D.P. PARADA TAIPAS        ,Roubo,10,-23.45825436,-46.71902432
110454,1376335,DELEGACIA ELETRONICA          ,Furto,10,-23.56606443,-46.65075774
310082,2211,67º D.P. JARDIM ROBRU         ,Roubo,10,-23.52448014,-46.42056015
616268,1846,01º D.P. ITAPECERICA DA SERRA ,Roubo,10,-23.76069521,-46.8140347
294819,1357810,DELEGACIA ELETRONICA          ,Roubo,10,-23.54227322,-46.77718815
710747,9915,13º D.P. CASA VERDE           ,Roubo,10,-23.50040162,-46.69561867
560064,5067,01º D.P. TABOÃO DA SERRA      ,Roubo,10,-23.63507315,-46.78032119
711084,1369574,DELEGACIA ELETRONICA          ,Furto,10,-23.5519335,-46.63559812
567281,5083,01º D.P. TABOÃO DA SERRA      ,Roubo,10,-23.56498421,-46.65203458
181091,1390155,DELEGACIA ELETRONICA          ,Furto,10,-23.66967627,-46.77312512
642817,3687,103º D.P. COHABII/ITAQU.      ,Furto,10,-23.54125201,-46.42563101
488790,1278366,DELEGACIA ELETRONICA          ,Roubo,10,-23.48156899,-46.60322071
677505,1265183,DELEGACIA ELETRONICA          ,Furto,10,-23.69036899,-46.58339706
573202,1364577,DELEGACIA ELETRONICA          ,Roubo,10,-23.28267454,-46.68458164
63670,5216,03º D.P. CAMPOS ELISEOS       ,Furto,10,-23.53801141,-46.63381263
337964,1283813,DELEGACIA ELETRONICA          ,Furto,10,-23.48543001,-46.72569346
745650,1415582,DELEGACIA ELETRONICA          ,Furto,10,-23.66641961,-46.55989762
46177,1386648,DELEGACIA ELETRONICA          ,Furto,10,-23.5439092,-46.6400745
704974,6275,02º D.P. SANTO ANDRÉ          ,Furto,10,-23.62817424,-46.53397296
171606,3947,06º D.P. SANTO ANDRÉ          ,Furto,10,-23.70337289,-46.5158126
162942,1394445,DELEGACIA ELETRONICA          ,Furto,10,-23.50822318,-46.87566929
737889,1348495,DELEGACIA ELETRONICA          ,Furto,10,-23.57921898,-46.57768592
6424,1325069,DELEGACIA ELETRONICA          ,Furto,10,-23.69742724,-46.61319358
764425,1278414,DELEGACIA ELETRONICA          ,Roubo,10,-23.54344495,-46.48560177
308331,8009,03º D.P. S.BERNARDO DO CAMPO  ,Lesão envolvendo veículos,10,-23.73057738,-46.56835856
522885,5041,23º D.P.  PERDIZES            ,Furto,10,-23.54484958,-46.66503025
304964,3594,43º D.P.  CIDADE ADEMAR       ,Roubo,10,-23.66719205,-46.66768859
13516,9540,27º D.P.  IBIRAPUERA          ,Lesão envolvendo veículos,10,-23.5838896,-46.66984725
627282,1192,02º D.P. S.CAETANO DO SUL     ,Roubo,10,-23.62775808,-46.54924206
241324,1664,03º D.P. GUARULHOS            ,Roubo,10,-23.45263787,-46.47670926
532889,3974,80º D.P. VILA JOANIZA         ,Roubo,10,-23.67658351,-46.66893614
135883,3486,06º D.P. SANTO ANDRÉ          ,Roubo,10,-23.68772356,-46.51507028
355119,11669,16º D.P. VILA CLEMENTINO      ,Furto,10,-23.60714809,-46.64373484
681767,3740,39º D.P.  VILA GUSTAVO        ,Furto,10,-23.49046784,-46.645272600000006
556261,3397,DEL.POL.S.CAETANO DO SUL      ,Roubo,10,-23.59278854,-46.59115613
629484,1327414,DELEGACIA ELETRONICA          ,Furto,10,-23.667695000000002,-46.45813656
198838,1320028,DELEGACIA ELETRONICA          ,Roubo,10,-23.52185059,-46.40393829
134154,1371476,DELEGACIA ELETRONICA          ,Furto,10,-23.53902975,-46.60676156
452029,3140,40º D.P.  VILA STA MARIA      ,Roubo,10,-23.50201524,-46.68744895
768613,1306069,DELEGACIA ELETRONICA          ,Roubo,10,-23.5006858,-46.31130705
149694,1272543,DELEGACIA ELETRONICA          ,Roubo,10,-23.53199249,-46.54398812
40571,8946,78º D.P. JARDINS              ,Lesão envolvendo veículos,10,-23.55112925,-46.64346389
138071,11307,11º D.P. SANTO AMARO          ,Roubo,10,-23.66584813,-46.71372027
144877,3599,03º D.P. SANTO ANDRÉ          ,Roubo,10,-23.69944224,-46.50210832
401487,2219,06º D.P. OSASCO               ,Furto,10,-23.55005393,-46.76902892
367183,1353477,DELEGACIA ELETRONICA          ,Furto,10,-23.53661292,-46.52690983
547920,1342276,DELEGACIA ELETRONICA          ,Roubo,10,-23.52041532,-46.40653196
406107,8259,03º D.P. S.BERNARDO DO CAMPO  ,Furto,10,-23.70532055,-46.54772878
374641,6851,02º D.P. BOM RETIRO           ,Furto,10,-23.54638924,-46.63352271
72717,10655,20º D.P.  AGUA FRIA           ,Roubo,10,-23.48822622,-46.64797626
708401,3282,04º D.P. DIADEMA              ,Furto,10,-23.70622132,-46.59339871
287964,5158,10º D.P. OSASCO               ,Crimes envolvendo drogas,10,-23.5009511,-46.79782518
74655,1354624,DELEGACIA ELETRONICA          ,Roubo,10,-23.49626513,-46.40228538
618388,1301121,DELEGACIA ELETRONICA          ,Furto,10,-23.651816,-46.528537
393485,1281253,DELEGACIA ELETRONICA          ,Furto,10,-23.69291361,-46.79462018
47167,5518,01º D.P. SE                   ,Furto,10,-23.54300306,-46.64122485
260118,3387,95º D.P. HELIÓPOLIS           ,Roubo,10,-23.60491879,-46.59551619
456042,5952,01º D.P. SE                   ,Furto,10,-23.53784849,-46.63047276
138111,5708,DEL.POL.SUZANO                ,Roubo,10,-23.537311499999998,-46.30359439
296705,7675,72º D.P. VILA PENTEADO        ,Roubo,10,-23.48330172,-46.6736654
613291,8208,72º D.P. VILA PENTEADO        ,Lesão envolvendo veículos,10,-23.45110418,-46.65172091
382660,1346915,DELEGACIA ELETRONICA          ,Roubo,10,-23.63273137,-46.44760213
443680,10826,20º D.P.  AGUA FRIA           ,Lesão corporal,10,-23.45302892,-46.60740108
356108,1550436,DELEGACIA ELETRONICA          ,Furto,11,-23.48380714,-46.68750812
458277,3881,43º D.P.  CIDADE ADEMAR       ,Crimes envolvendo drogas,11,-23.68033396,-46.65291027
95715,5984,DEL.POL.SUZANO                ,Furto,11,-23.54173945,-46.29829198
626519,5706,01º D.P. TABOÃO DA SERRA      ,Roubo,11,-23.623338699999998,-46.78816338
606336,5466,93º D.P. JAGUARÉ              ,Furto,11,-23.57387191,-46.73606515
574778,4758,DEL.POL.FRANCISCO MORATO      ,Furto,11,-23.27572196,-46.73974847
656594,4154,25º D.P.  PARELHEIROS         ,Roubo,11,-23.82789237,-46.72778798
144423,6040,44º D.P.  GUAIANAZES          ,Roubo,11,-23.56459749,-46.41590151
385404,1539455,DELEGACIA ELETRONICA          ,Furto,11,-23.52211132,-46.18596922
629812,10517,69º D.P. TEOTONIO VILELA      ,Roubo,11,-23.62322624,-46.50686671
294194,8784,03º D.P. S.BERNARDO DO CAMPO  ,Roubo,11,-23.73996502,-46.53737104
206014,4052,DEL.POL.POA                   ,Roubo,11,-23.51829657,-46.34300303
303839,1459431,DELEGACIA ELETRONICA          ,Roubo,11,-23.54930189,-46.50019741
60304,3464,02º D.P. OSASCO               ,Furto,11,-23.57944218,-46.80099931
